#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A362C4
#Date Time: 2022-12-02 11:37:16.793
#Sample rate: 20479.2Hz
#Samples: 122674
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-6.4,0.1832956394888446
-6.39995117,0.7885577260551726
-6.39990234,0.7885577260639803
-6.39985351,0.7885577260639803
-6.39980468,0.7885577260639803
-6.39975585,0.7885577260639803
-6.39970702,0.7885577260639803
-6.39965819,0.7885577260639803
-6.39960936,0.7885577260639803
-6.39956053,0.7885577260639803
-6.3995117,0.7885577260639803
-6.39946287,0.7885577260639803
-6.39941404,0.7882247986236199
-6.39936521,0.7885577260639803
-6.39931638,0.7885577260639803
-6.39926755,0.7885577260639803
-6.39921872,0.7885577260639803
-6.39916989,0.7885577260639803
-6.39912106,0.7885577260639803
-6.39907223,0.7885577260639803
-6.3990234,0.7885577260639803
-6.39897457,0.7885577260639803
-6.39892574,0.7885577260639803
-6.39887691,0.7882247986236199
-6.39882808,0.7885577260639803
-6.39877925,0.7885577260639803
-6.39873042,0.7885577260639803
-6.39868159,0.7885577260639803
-6.39863276,0.7885577260639803
-6.39858393,0.7885577260639803
-6.3985351,0.7885577260639803
-6.39848627,0.7885577260639803
-6.39843744,0.7885577260639803
-6.39838861,0.7882247986236248
-6.39833978,0.7885577260639803
-6.39829095,0.7885577260639803
-6.39824212,0.7885577260639803
-6.39819329,0.7882247986236199
-6.39814446,0.7885577260639803
-6.39809563,0.7885577260639803
-6.3980468,0.7885577260639803
-6.39799797,0.7885577260639803
-6.39794914,0.7885577260639803
-6.39790031,0.7885577260639803
-6.39785148,0.7885577260639803
-6.39780265,0.7885577260639803
-6.39775382,0.7885577260639803
-6.39770499,0.7885577260639803
-6.39765616,0.7885577260639803
-6.39760733,0.7882247986236248
-6.3975585,0.7885577260639803
-6.39750967,0.7882247986236199
-6.39746084,0.7882247986236199
-6.39741201,0.7885577260639803
-6.39736318,0.7885577260639803
-6.39731435,0.7885577260639803
-6.39726552,0.7885577260639803
-6.39721669,0.7882247986236248
-6.39716786,0.7885577260639803
-6.39711903,0.7885577260639803
-6.3970702,0.7885577260639803
-6.39702137,0.7885577260639803
-6.39697254,0.7885577260639803
-6.39692371,0.7885577260639803
