   1 	    11.0574 
   2 	    12.8335 
   3 	    14.4111 
   4 	    16.3882 
   5 	    18.4512 
   6 	    19.8743 
   7 	    21.1404 
   8 	    22.3925 
   9 	    23.7544 
  10 	    25.7473 
